cor,secao,retranca
s6,Supervisão de Cultura,EEHEIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHEJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHEKDM
s6,Supervisão Técnica de Fiscalização,EEHELDM
s6,Supervisão Técnica de Planejamento Urbano,EEHEMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHENDM
s6,Supervisão Técnica de Limpeza Pública,EEHEODM
s6,Supervisão Técnica de Manutenção,EEHEPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHEQDM
s6,Coordenadoria de Educação,EEHERDM
s6,Supervisão Escolar,EEHESDM
s6,Coordenadoria de Saúde,EEHETDM
s6,Supervisão de Vigilância em Saúde,EEHEUDM
s6,Coordenadoria de Administração e Finanças,EEHEVDM
s6,Supervisão de Administração,EEHEWDM
s6,Supervisão de Gestão de Pessoas,EEHEXDM
s6,Supervisão de Finanças,EEHEYDM
s6,Supervisão de Suprimentos,EEHEZDM
s5,Cidade Ademar,
s6,GABINETE DO SUBPREFEITO,EEHFADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHFEDM
s6,Supervisão de Assistência Social,EEHFFDM
s6,Supervisão de Esportes e Lazer,EEHFGDM
s6,Supervisão de Segurança Alimentar,EEHFHDM
s6,Supervisão de Cultura,EEHFIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHFJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHFKDM
s6,Supervisão Técnica de Fiscalização,EEHFLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHFMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHFNDM
s6,Supervisão Técnica de Limpeza Pública,EEHFODM
s6,Supervisão Técnica de Manutenção,EEHFPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHFQDM
s6,Coordenadoria de Educação,EEHFRDM
s6,Supervisão Escolar,EEHFSDM
s6,Coordenadoria de Saúde,EEHFTDM
s6,Supervisão de Vigilância em Saúde,EEHFUDM
s6,Coordenadoria de Administração e Finanças,EEHFVDM
s6,Supervisão de Administração,EEHFWDM
s6,Supervisão de Gestão de Pessoas,EEHFXDM
s6,Supervisão de Finanças,EEHFYDM
s6,Supervisão de Suprimentos,EEHFZDM
s5,Cidade Tiradentes,
s6,GABINETE DO SUBPREFEITO,EEHGADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHGEDM
s6,Supervisão de Assistência Social,EEHGFDM
s6,Supervisão de Esportes e Lazer,EEHGGDM
s6,Supervisão de Segurança Alimentar,EEHGHDM
s6,Supervisão de Cultura,EEHGIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHGJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHGKDM
s6,Supervisão Técnica de Fiscalização,EEHGLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHGMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHGNDM
s6,Supervisão Técnica de Limpeza Pública,EEHGODM
s6,Supervisão Técnica de Manutenção,EEHGPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHGQDM
s6,Coordenadoria de Educação,EEHGRDM
s6,Supervisão Escolar,EEHGSDM
s6,Coordenadoria de Saúde,EEHGTDM
s6,Supervisão de Vigilância em Saúde,EEHGUDM
s6,Coordenadoria de Administração e Finanças,EEHGVDM
s6,Supervisão de Administração,EEHGWDM
s6,Supervisão de Gestão de Pessoas,EEHGXDM
s6,Supervisão de Finanças,EEHGYDM
s6,Supervisão de Suprimentos,EEHGZDM
s5,Ermelino Matarazzo,
s6,GABINETE DO SUBPREFEITO,EEHHADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHHEDM
s6,Supervisão de Assistência Social,EEHHFDM
s6,Supervisão de Esportes e Lazer,EEHHGDM
s6,Supervisão de Segurança Alimentar,EEHHHDM
s6,Supervisão de Cultura,EEHHIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHHJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHHKDM
s6,Supervisão Técnica de Fiscalização,EEHHLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHHMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHHNDM
s6,Supervisão Técnica de Limpeza Pública,EEHHODM
s6,Supervisão Técnica de Manutenção,EEHHPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHHQDM
s6,Coordenadoria de Educação,EEHHRDM
s6,Supervisão Escolar,EEHHSDM
s6,Coordenadoria de Saúde,EEHHTDM
s6,Supervisão de Vigilância em Saúde,EEHHUDM
s6,Coordenadoria de Administração e Finanças,EEHHVDM
s6,Supervisão de Administração,EEHHWDM
s6,Supervisão de Gestão de Pessoas,EEHHXDM
s6,Supervisão de Finanças,EEHHYDM
s6,Supervisão de Suprimentos,EEHHZDM
s5,Freguesia - Brasilândia,
s6,GABINETE DO SUBPREFEITO,EEHIADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHIEDM
s6,Supervisão de Assistência Social,EEHIFDM
s6,Supervisão de Esportes e Lazer,EEHIGDM
s6,Supervisão de Segurança Alimentar,EEHIHDM
s6,Supervisão de Cultura,EEHIIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHIJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHIKDM
s6,Supervisão Técnica de Fiscalização,EEHILDM
s6,Supervisão Técnica de Planejamento Urbano,EEHIMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHINDM
s6,Supervisão Técnica de Limpeza Pública,EEHIODM
s6,Supervisão Técnica de Manutenção,EEHIPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHIQDM
s6,Coordenadoria de Educação,EEHIRDM
s6,Supervisão Escolar,EEHISDM
s6,Coordenadoria de Saúde,EEHITDM
s6,Supervisão de Vigilância em Saúde,EEHIUDM
s6,Coordenadoria de Administração e Finanças,EEHIVDM
s6,Supervisão de Administração,EEHIWDM
s6,Supervisão de Gestão de Pessoas,EEHIXDM
s6,Supervisão de Finanças,EEHIYDM
s6,Supervisão de Suprimentos,EEHIZDM
s5,Guaianases,
s6,GABINETE DO SUBPREFEITO,EEHJADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHJEDM
s6,Supervisão de Assistência Social,EEHJFDM
s6,Supervisão de Esportes e Lazer,EEHJGDM
s6,Supervisão de Segurança Alimentar,EEHJHDM
s6,Supervisão de Cultura,EEHJIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHJJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHJKDM
s6,Supervisão Técnica de Fiscalização,EEHJLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHJMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHJNDM
s6,Supervisão Técnica de Limpeza Pública,EEHJODM
s6,Supervisão Técnica de Manutenção,EEHJPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHJQDM
s6,Coordenadoria de Educação,EEHJRDM
s6,Supervisão Escolar,EEHJSDM
s6,Coordenadoria de Saúde,EEHJTDM
s6,Supervisão de Vigilância em Saúde,EEHJUDM
s6,Coordenadoria de Administração e Finanças,EEHJVDM
s6,Supervisão de Administração,EEHJWDM
s6,Supervisão de Gestão de Pessoas,EEHJXDM
s6,Supervisão de Finanças,EEHJYDM
s6,Supervisão de Suprimentos,EEHJZDM
s5,Ipiranga,
s6,GABINETE DO SUBPREFEITO,EEHKADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHKEDM
s6,Supervisão de Assistência Social,EEHKFDM
s6,Supervisão de Esportes e Lazer,EEHKGDM
s6,Supervisão de Segurança Alimentar,EEHKHDM
s6,Supervisão de Cultura,EEHKIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHKJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHKKDM
s6,Supervisão Técnica de Fiscalização,EEHKLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHKMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHKNDM
s6,Supervisão Técnica de Limpeza Pública,EEHKODM
s6,Supervisão Técnica de Manutenção,EEHKPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHKQDM
s6,Coordenadoria de Educação,EEHKRDM
s6,Supervisão Escolar,EEHKSDM
s6,Coordenadoria de Saúde,EEHKTDM
s6,Supervisão de Vigilância em Saúde,EEHKUDM
s6,Coordenadoria de Administração e Finanças,EEHKVDM
s6,Supervisão de Administração,EEHKWDM
s6,Supervisão de Gestão de Pessoas,EEHKXDM
s6,Supervisão de Finanças,EEHKYDM
s6,Supervisão de Suprimentos,EEHKZDM
s5,Itaim Paulista,
s6,GABINETE DO SUBPREFEITO,EEHLADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHLEDM
s6,Supervisão de Assistência Social,EEHLFDM
s6,Supervisão de Esportes e Lazer,EEHLGDM
s6,Supervisão de Segurança Alimentar,EEHLHDM
s6,Supervisão de Cultura,EEHLIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHLJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHLKDM
s6,Supervisão Técnica de Fiscalização,EEHLLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHLMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHLNDM
s6,Supervisão Técnica de Limpeza Pública,EEHLODM
s6,Supervisão Técnica de Manutenção,EEHLPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHLQDM
s6,Coordenadoria de Educação,EEHLRDM
s6,Supervisão Escolar,EEHLSDM
s6,Coordenadoria de Saúde,EEHLTDM
s6,Supervisão de Vigilância em Saúde,EEHLUDM
s6,Coordenadoria de Administração e Finanças,EEHLVDM
s6,Supervisão de Administração,EEHLWDM
s6,Supervisão de Gestão de Pessoas,EEHLXDM
s6,Supervisão de Finanças,EEHLYDM
s6,Supervisão de Suprimentos,EEHLZDM
s5,Itaquera,
s6,GABINETE DO SUBPREFEITO,EEHMADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHMEDM
s6,Supervisão de Assistência Social,EEHMFDM
s6,Supervisão de Esportes e Lazer,EEHMGDM
s6,Supervisão de Segurança Alimentar,EEHMHDM
s6,Supervisão de Cultura,EEHMIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHMJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHMKDM
s6,Supervisão Técnica de Fiscalização,EEHMLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHMMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHMNDM
s6,Supervisão Técnica de Limpeza Pública,EEHMODM
s6,Supervisão Técnica de Manutenção,EEHMPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHMQDM
s6,Coordenadoria de Educação,EEHMRDM
s6,Supervisão Escolar,EEHMSDM
s6,Coordenadoria de Saúde,EEHMTDM
s6,Supervisão de Vigilância em Saúde,EEHMUDM
s6,Coordenadoria de Administração e Finanças,EEHMVDM
s6,Supervisão de Administração,EEHMWDM
s6,Supervisão de Gestão de Pessoas,EEHMXDM
s6,Supervisão de Finanças,EEHMYDM
s6,Supervisão de Suprimentos,EEHMZDM
s5,Jabaquara,
s6,GABINETE DO SUBPREFEITO,EEHNADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHNEDM
s6,Supervisão de Assistência Social,EEHNFDM
s6,Supervisão de Esportes e Lazer,EEHNGDM
s6,Supervisão de Segurança Alimentar,EEHNHDM
s6,Supervisão de Cultura,EEHNIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHNJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHNKDM
s6,Supervisão Técnica de Fiscalização,EEHNLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHNMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHNNDM
s6,Supervisão Técnica de Limpeza Pública,EEHNODM
s6,Supervisão Técnica de Manutenção,EEHNPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHNQDM
s6,Coordenadoria de Educação,EEHNRDM
s6,Supervisão Escolar,EEHNSDM
s6,Coordenadoria de Saúde,EEHNTDM
s6,Supervisão de Vigilância em Saúde,EEHNUDM
s6,Coordenadoria de Administração e Finanças,EEHNVDM
s6,Supervisão de Administração,EEHNWDM
s6,Supervisão de Gestão de Pessoas,EEHNXDM
s6,Supervisão de Finanças,EEHNYDM
s6,Supervisão de Suprimentos,EEHNZDM
s5,Jaçanã - Tremembé,
s6,GABINETE DO SUBPREFEITO,EEHOADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHOEDM
s6,Supervisão de Assistência Social,EEHOFDM
s6,Supervisão de Esportes e Lazer,EEHOGDM
s6,Supervisão de Segurança Alimentar,EEHOHDM
s6,Supervisão de Cultura,EEHOIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHOJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHOKDM
s6,Supervisão Técnica de Fiscalização,EEHOLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHOMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHONDM
s6,Supervisão Técnica de Limpeza Pública,EEHOODM
s6,Supervisão Técnica de Manutenção,EEHOPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHOQDM
s6,Coordenadoria de Educação,EEHORDM
s6,Supervisão Escolar,EEHOSDM
s6,Coordenadoria de Saúde,EEHOTDM
s6,Supervisão de Vigilância em Saúde,EEHOUDM
s6,Coordenadoria de Administração e Finanças,EEHOVDM
s6,Supervisão de Administração,EEHOWDM
s6,Supervisão de Gestão de Pessoas,EEHOXDM
s6,Supervisão de Finanças,EEHOYDM
s6,Supervisão de Suprimentos,EEHOZDM
s5,Lapa,
s6,GABINETE DO SUBPREFEITO,EEHPADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHPEDM
s6,Supervisão de Assistência Social,EEHPFDM
s6,Supervisão de Esportes e Lazer,EEHPGDM
s6,Supervisão de Segurança Alimentar,EEHPHDM
s6,Supervisão de Cultura,EEHPIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHPJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHPKDM
s6,Supervisão Técnica de Fiscalização,EEHPLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHPMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHPNDM
s6,Supervisão Técnica de Limpeza Pública,EEHPODM
s6,Supervisão Técnica de Manutenção,EEHPPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHPQDM
s6,Coordenadoria de Educação,EEHPRDM
s6,Supervisão Escolar,EEHPSDM
s6,Coordenadoria de Saúde,EEHPTDM
s6,Supervisão de Vigilância em Saúde,EEHPUDM
s6,Coordenadoria de Administração e Finanças,EEHPVDM
s6,Supervisão de Administração,EEHPWDM
s6,Supervisão de Gestão de Pessoas,EEHPXDM
s6,Supervisão de Finanças,EEHPYDM
s6,Supervisão de Suprimentos,EEHPZDM
s5,M'Boi Mirim,
s6,GABINETE DO SUBPREFEITO,EEHQADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHQEDM
s6,Supervisão de Assistência Social,EEHQFDM
s6,Supervisão de Esportes e Lazer,EEHQGDM
s6,Supervisão de Segurança Alimentar,EEHQHDM
s6,Supervisão de Cultura,EEHQIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHQJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHQKDM
s6,Supervisão Técnica de Fiscalização,EEHQLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHQMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHQNDM
s6,Supervisão Técnica de Limpeza Pública,EEHQODM
s6,Supervisão Técnica de Manutenção,EEHQPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHQQDM
s6,Coordenadoria de Educação,EEHQRDM
s6,Supervisão Escolar,EEHQSDM
s6,Coordenadoria de Saúde,EEHQTDM
s6,Supervisão de Vigilância em Saúde,EEHQUDM
s6,Coordenadoria de Administração e Finanças,EEHQVDM
s6,Supervisão de Administração,EEHQWDM
s6,Supervisão de Gestão de Pessoas,EEHQXDM
s6,Supervisão de Finanças,EEHQYDM
s6,Supervisão de Suprimentos,EEHQZDM
s5,Moóca,
s6,GABINETE DO SUBPREFEITO,EEHRADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHREDM
s6,Supervisão de Assistência Social,EEHRFDM
s6,Supervisão de Esportes e Lazer,EEHRGDM
s6,Supervisão de Segurança Alimentar,EEHRHDM
s6,Supervisão de Cultura,EEHRIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHRJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHRKDM
s6,Supervisão Técnica de Fiscalização,EEHRLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHRMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHRNDM
s6,Supervisão Técnica de Limpeza Pública,EEHRODM
s6,Supervisão Técnica de Manutenção,EEHRPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHRQDM
s6,Coordenadoria de Educação,EEHRRDM
s6,Supervisão Escolar,EEHRSDM
s6,Coordenadoria de Saúde,EEHRTDM
s6,Supervisão de Vigilância em Saúde,EEHRUDM
s6,Coordenadoria de Administração e Finanças,EEHRVDM
s6,Supervisão de Administração,EEHRWDM
s6,Supervisão de Gestão de Pessoas,EEHRXDM
s6,Supervisão de Finanças,EEHRYDM
s6,Supervisão de Suprimentos,EEHRZDM
s5,Parelheiros,
s6,GABINETE DO SUBPREFEITO,EEHSADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHSEDM
s6,Supervisão de Assistência Social,EEHSFDM
s6,Supervisão de Esportes e Lazer,EEHSGDM
s6,Supervisão de Segurança Alimentar,EEHSHDM
s6,Supervisão de Cultura,EEHSIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHSJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHSKDM
s6,Supervisão Técnica de Fiscalização,EEHSLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHSMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHSNDM
s6,Supervisão Técnica de Limpeza Pública,EEHSODM
s6,Supervisão Técnica de Manutenção,EEHSPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHSQDM
s6,Coordenadoria de Educação,EEHSRDM
s6,Supervisão Escolar,EEHSSDM
s6,Coordenadoria de Saúde,EEHSTDM
s6,Supervisão de Vigilância em Saúde,EEHSUDM
s6,Coordenadoria de Administração e Finanças,EEHSVDM
s6,Supervisão de Administração,EEHSWDM
s6,Supervisão de Gestão de Pessoas,EEHSXDM
s6,Supervisão de Finanças,EEHSYDM
s6,Supervisão de Suprimentos,EEHSZDM
s5,Penha,
s6,GABINETE DO SUBPREFEITO,EEHTADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHTEDM
s6,Supervisão de Assistência Social,EEHTFDM
s6,Supervisão de Esportes e Lazer,EEHTGDM
s6,Supervisão de Segurança Alimentar,EEHTHDM
s6,Supervisão de Cultura,EEHTIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHTJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHTKDM
s6,Supervisão Técnica de Fiscalização,EEHTLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHTMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHTNDM
s6,Supervisão Técnica de Limpeza Pública,EEHTODM
s6,Supervisão Técnica de Manutenção,EEHTPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHTQDM
s6,Coordenadoria de Educação,EEHTRDM
s6,Supervisão Escolar,EEHTSDM
s6,Coordenadoria de Saúde,EEHTTDM
s6,Supervisão de Vigilância em Saúde,EEHTUDM
s6,Coordenadoria de Administração e Finanças,EEHTVDM
s6,Supervisão de Administração,EEHTWDM
s6,Supervisão de Gestão de Pessoas,EEHTXDM
s6,Supervisão de Finanças,EEHTYDM
s6,Supervisão de Suprimentos,EEHTZDM
s5,Perus,
s6,GABINETE DO SUBPREFEITO,EEHUADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHUEDM
s6,Supervisão de Assistência Social,EEHUFDM
s6,Supervisão de Esportes e Lazer,EEHUGDM
s6,Supervisão de Segurança Alimentar,EEHUHDM
s6,Supervisão de Cultura,EEHUIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHUJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHUKDM
s6,Supervisão Técnica de Fiscalização,EEHULDM
s6,Supervisão Técnica de Planejamento Urbano,EEHUMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHUNDM
s6,Supervisão Técnica de Limpeza Pública,EEHUODM
s6,Supervisão Técnica de Manutenção,EEHUPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHUQDM
s6,Coordenadoria de Educação,EEHURDM
s6,Supervisão Escolar,EEHUSDM
s6,Coordenadoria de Saúde,EEHUTDM
s6,Supervisão de Vigilância em Saúde,EEHUUDM
s6,Coordenadoria de Administração e Finanças,EEHUVDM
s6,Supervisão de Administração,EEHUWDM
s6,Supervisão de Gestão de Pessoas,EEHUXDM
s6,Supervisão de Finanças,EEHUYDM
s6,Supervisão de Suprimentos,EEHUZDM
s5,Pinheiros,
s6,GABINETE DO SUBPREFEITO,EEHVADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHVEDM
s6,Supervisão de Assistência Social,EEHVFDM
s6,Supervisão de Esportes e Lazer,EEHVGDM
s6,Supervisão de Segurança Alimentar,EEHVHDM
s6,Supervisão de Cultura,EEHVIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHVJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHVKDM
s6,Supervisão Técnica de Fiscalização,EEHVLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHVMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHVNDM
s6,Supervisão Técnica de Limpeza Pública,EEHVODM
s6,Supervisão Técnica de Manutenção,EEHVPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHVQDM
s6,Coordenadoria de Educação,EEHVRDM
s6,Supervisão Escolar,EEHVSDM
s6,Coordenadoria de Saúde,EEHVTDM
s6,Supervisão de Vigilância em Saúde,EEHVUDM
s6,Coordenadoria de Administração e Finanças,EEHVVDM
s6,Supervisão de Administração,EEHVWDM
s6,Supervisão de Gestão de Pessoas,EEHVXDM
s6,Supervisão de Finanças,EEHVYDM
s6,Supervisão de Suprimentos,EEHVZDM
s5,Pirituba / Jaraguá,
s6,GABINETE DO SUBPREFEITO,EEHWADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHWEDM
s6,Supervisão de Assistência Social,EEHWFDM
s6,Supervisão de Esportes e Lazer,EEHWGDM
s6,Supervisão de Segurança Alimentar,EEHWHDM
s6,Supervisão de Cultura,EEHWIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHWJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHWKDM
s6,Supervisão Técnica de Fiscalização,EEHWLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHWMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHWNDM
s6,Supervisão Técnica de Limpeza Pública,EEHWODM
s6,Supervisão Técnica de Manutenção,EEHWPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHWQDM
s6,Coordenadoria de Educação,EEHWRDM
s6,Supervisão Escolar,EEHWSDM
s6,Coordenadoria de Saúde,EEHWTDM
s6,Supervisão de Vigilância em Saúde,EEHWUDM
s6,Coordenadoria de Administração e Finanças,EEHWVDM
s6,Supervisão de Administração,EEHWWDM
s6,Supervisão de Gestão de Pessoas,EEHWXDM
s6,Supervisão de Finanças,EEHWYDM
s6,Supervisão de Suprimentos,EEHWZDM
s5,Santana - Tucuruvi,
s6,GABINETE DO SUBPREFEITO,EEHXADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHXEDM
s6,Supervisão de Assistência Social,EEHXFDM
s6,Supervisão de Esportes e Lazer,EEHXGDM
s6,Supervisão de Segurança Alimentar,EEHXHDM
s6,Supervisão de Cultura,EEHXIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHXJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHXKDM
s6,Supervisão Técnica de Fiscalização,EEHXLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHXMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHXNDM
s6,Supervisão Técnica de Limpeza Pública,EEHXODM
s6,Supervisão Técnica de Manutenção,EEHXPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHXQDM
s6,Coordenadoria de Educação,EEHXRDM
s6,Supervisão Escolar,EEHXSDM
s6,Coordenadoria de Saúde,EEHXTDM
s6,Supervisão de Vigilância em Saúde,EEHXUDM
s6,Coordenadoria de Administração e Finanças,EEHXVDM
s6,Supervisão de Administração,EEHXWDM
s6,Supervisão de Gestão de Pessoas,EEHXXDM
s6,Supervisão de Finanças,EEHXYDM
s6,Supervisão de Suprimentos,EEHXZDM
s5,Santo Amaro,
s6,GABINETE DO SUBPREFEITO,EEHYADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHYEDM
s6,Supervisão de Assistência Social,EEHYFDM
s6,Supervisão de Esportes e Lazer,EEHYGDM
s6,Supervisão de Segurança Alimentar,EEHYHDM
s6,Supervisão de Cultura,EEHYIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHYJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHYKDM
s6,Supervisão Técnica de Fiscalização,EEHYLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHYMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHYNDM
s6,Supervisão Técnica de Limpeza Pública,EEHYODM
s6,Supervisão Técnica de Manutenção,EEHYPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHYQDM
s6,Coordenadoria de Educação,EEHYRDM
s6,Supervisão Escolar,EEHYSDM
s6,Coordenadoria de Saúde,EEHYTDM
s6,Supervisão de Vigilância em Saúde,EEHYUDM
s6,Coordenadoria de Administração e Finanças,EEHYVDM
s6,Supervisão de Administração,EEHYWDM
s6,Supervisão de Gestão de Pessoas,EEHYXDM
s6,Supervisão de Finanças,EEHYYDM
s6,Supervisão de Suprimentos,EEHYZDM
s5,São Mateus,
s6,GABINETE DO SUBPREFEITO,EEHZADM
s6,Coordenadoria de Ação Social e Desenvolvimento,EEHZEDM
s6,Supervisão de Assistência Social,EEHZFDM
s6,Supervisão de Esportes e Lazer,EEHZGDM
s6,Supervisão de Segurança Alimentar,EEHZHDM
s6,Supervisão de Cultura,EEHZIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,EEHZJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,EEHZKDM
s6,Supervisão Técnica de Fiscalização,EEHZLDM
s6,Supervisão Técnica de Planejamento Urbano,EEHZMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,EEHZNDM
s6,Supervisão Técnica de Limpeza Pública,EEHZODM
s6,Supervisão Técnica de Manutenção,EEHZPDM
s6,Coordenadoria de Projetos e Obras Novas,EEHZQDM
s6,Coordenadoria de Educação,EEHZRDM
s6,Supervisão Escolar,EEHZSDM
