urn_p1,urn_p2,urn_p3,name,NOTA
br,rs,marques.souza,Marques de Souza,
br,rs,mata,Mata,
br,rs,mato.castelhano,Mato Castelhano,
br,rs,mato.leitao,Mato Leitão,
br,rs,mato.queimado,Mato Queimado,
br,rs,maximiliano.almeida,Maximiliano de Almeida,
br,rs,minas.leao,Minas do Leão,
br,rs,miraguai,Miraguaí,
br,rs,montauri,Montauri,
br,rs,monte.alegre.campos,Monte Alegre dos Campos,
br,rs,monte.belo.sul,Monte Belo do Sul,
br,rs,montenegro,Montenegro,
br,rs,mormaco,Mormaço,
br,rs,morrinhos.sul,Morrinhos do Sul,
br,rs,morro.redondo,Morro Redondo,
br,rs,morro.reuter,Morro Reuter,
br,rs,mostardas,Mostardas,
br,rs,mucum,Muçum,
br,rs,muitos.capoes,Muitos Capões,
br,rs,muliterno,Muliterno,
br,rs,nao.me.toque,Não-Me-Toque,
br,rs,nicolau.vergueiro,Nicolau Vergueiro,
br,rs,nonoai,Nonoai,
br,rs,nova.alvorada,Nova Alvorada,
br,rs,nova.araca,Nova Araçá,
br,rs,nova.bassano,Nova Bassano,
br,rs,nova.boa.vista,Nova Boa Vista,
br,rs,nova.brescia,Nova Bréscia,
br,rs,nova.candelaria,Nova Candelária,
br,rs,nova.esperanca.sul,Nova Esperança do Sul,
br,rs,nova.hartz,Nova Hartz,
br,rs,nova.padua,Nova Pádua,
br,rs,nova.palma,Nova Palma,
br,rs,nova.petropolis,Nova Petrópolis,
br,rs,nova.prata,Nova Prata,
br,rs,nova.ramada,Nova Ramada,
br,rs,nova.roma.sul,Nova Roma do Sul,
br,rs,nova.santa.rita,Nova Santa Rita,
br,rs,novo.barreiro,Novo Barreiro,
br,rs,novo.cabrais,Novo Cabrais,
br,rs,novo.hamburgo,Novo Hamburgo,
br,rs,novo.machado,Novo Machado,
br,rs,novo.tiradentes,Novo Tiradentes,
br,rs,novo.xingu,Novo Xingu,
br,rs,osorio,Osório,
br,rs,paim.filho,Paim Filho,
br,rs,palmares.sul,Palmares do Sul,
br,rs,palmeira.missoes,Palmeira das Missões,
br,rs,palmitinho,Palmitinho,
br,rs,panambi,Panambi,
br,rs,pantano.grande,Pantano Grande,
br,rs,parai,Paraí,
br,rs,paraiso.sul,Paraíso do Sul,
br,rs,pareci.novo,Pareci Novo,
br,rs,parobe,Parobé,
br,rs,passa.sete,Passa Sete,
br,rs,passo.fundo,Passo Fundo,
br,rs,passo.sobrado,Passo do Sobrado,
br,rs,paulo.bento,Paulo Bento,
br,rs,paverama,Paverama,
br,rs,pedras.altas,Pedras Altas,
br,rs,pedro.osorio,Pedro Osório,
br,rs,pejucara,Pejuçara,
br,rs,pelotas,Pelotas,
br,rs,picada.cafe,Picada Café,
br,rs,pinhal,Pinhal,
br,rs,pinhal.grande,Pinhal Grande,
br,rs,pinhal.serra,Pinhal da Serra,
br,rs,pinheirinho.vale,Pinheirinho do Vale,
br,rs,pinheiro.machado,Pinheiro Machado,
br,rs,pinto.bandeira,Pinto Bandeira,
br,rs,pirapo,Pirapó,
br,rs,piratini,Piratini,
br,rs,planalto,Planalto,
br,rs,poco.antas,Poço das Antas,
br,rs,pontao,Pontão,
br,rs,ponte.preta,Ponte Preta,
br,rs,portao,Portão,
br,rs,porto.alegre,Porto Alegre,
br,rs,porto.lucena,Porto Lucena,
br,rs,porto.maua,Porto Mauá,
br,rs,porto.vera.cruz,Porto Vera Cruz,
br,rs,porto.xavier,Porto Xavier,
br,rs,pouso.novo,Pouso Novo,
br,rs,presidente.lucena,Presidente Lucena,
br,rs,progresso,Progresso,
br,rs,protasio.alves,Protásio Alves,
br,rs,putinga,Putinga,
br,rs,quarai,Quaraí,
br,rs,quatro.irmaos,Quatro Irmãos,
br,rs,quevedos,Quevedos,
br,rs,quinze.novembro,Quinze de Novembro,
br,rs,redentora,Redentora,
br,rs,relvado,Relvado,
br,rs,restinga.seca,Restinga Seca,
br,rs,rio.grande,Rio Grande,
br,rs,rio.indios,Rio dos Índios,
br,rs,rio.pardo,Rio Pardo,
br,rs,riozinho,Riozinho,
br,rs,roca.sales,Roca Sales,
br,rs,rodeio.bonito,Rodeio Bonito,
br,rs,rolador,Rolador,
br,rs,rolante,Rolante,
br,rs,ronda.alta,Ronda Alta,
br,rs,rondinha,Rondinha,
br,rs,roque.gonzales,Roque Gonzales,
br,rs,rosario.sul,Rosário do Sul,
br,rs,sagrada.familia,Sagrada Família,
br,rs,saldanha.marinho,Saldanha Marinho,
br,rs,salto.jacui,Salto do Jacuí,
br,rs,salvador.missoes,Salvador das Missões,
br,rs,salvador.sul,Salvador do Sul,
br,rs,sananduva,Sananduva,
br,rs,sant.ana.livramento,Sant'Ana do Livramento,
br,rs,santa.barbara.sul,Santa Bárbara do Sul,
br,rs,santa.cecilia.sul,Santa Cecília do Sul,
br,rs,santa.clara.sul,Santa Clara do Sul,
br,rs,santa.cruz.sul,Santa Cruz do Sul,
br,rs,santa.margarida.sul,Santa Margarida do Sul,
br,rs,santa.maria,Santa Maria,
br,rs,santa.maria.herval,Santa Maria do Herval,
br,rs,santa.rosa,Santa Rosa,
br,rs,santa.tereza,Santa Tereza,
br,rs,santa.vitoria.palmar,Santa Vitória do Palmar,
br,rs,santana.boa.vista,Santana da Boa Vista,
br,rs,santiago,Santiago,
br,rs,santo.angelo,Santo Ângelo,
br,rs,santo.antonio.missoes,Santo Antônio das Missões,
br,rs,santo.antonio.palma,Santo Antônio do Palma,
br,rs,santo.antonio.patrulha,Santo Antônio da Patrulha,
br,rs,santo.antonio.planalto,Santo Antônio do Planalto,
br,rs,santo.augusto,Santo Augusto,
br,rs,santo.cristo,Santo Cristo,
br,rs,santo.expedito.sul,Santo Expedito do Sul,
br,rs,sao.borja,São Borja,
br,rs,sao.domingos.sul,São Domingos do Sul,
br,rs,sao.francisco.assis,São Francisco de Assis,
br,rs,sao.francisco.paula,São Francisco de Paula,
br,rs,sao.gabriel,São Gabriel,
br,rs,sao.jeronimo,São Jerônimo,
br,rs,sao.joao.polesine,São João do Polêsine,
br,rs,sao.joao.urtiga,São João da Urtiga,
br,rs,sao.jorge,São Jorge,
br,rs,sao.jose.ausentes,São José dos Ausentes,
br,rs,sao.jose.herval,São José do Herval,
br,rs,sao.jose.hortencio,São José do Hortêncio,
br,rs,sao.jose.inhacora,São José do Inhacorá,
br,rs,sao.jose.missoes,São José das Missões,
br,rs,sao.jose.norte,São José do Norte,
br,rs,sao.jose.ouro,São José do Ouro,
br,rs,sao.jose.sul,São José do Sul,
br,rs,sao.leopoldo,São Leopoldo,
br,rs,sao.lourenco.sul,São Lourenço do Sul,
br,rs,sao.luiz.gonzaga,São Luiz Gonzaga,
br,rs,sao.marcos,São Marcos,
br,rs,sao.martinho,São Martinho,
br,rs,sao.martinho.serra,São Martinho da Serra,
br,rs,sao.miguel.missoes,São Miguel das Missões,
br,rs,sao.nicolau,São Nicolau,
br,rs,sao.paulo.missoes,São Paulo das Missões,
br,rs,sao.pedro.butia,São Pedro do Butiá,
br,rs,sao.pedro.missoes,São Pedro das Missões,
br,rs,sao.pedro.serra,São Pedro da Serra,
br,rs,sao.pedro.sul,São Pedro do Sul,
br,rs,sao.sebastiao.cai,São Sebastião do Caí,
br,rs,sao.sepe,São Sepé,
br,rs,sao.valentim,São Valentim,
br,rs,sao.valentim.sul,São Valentim do Sul,
br,rs,sao.valerio.sul,São Valério do Sul,
br,rs,sao.vendelino,São Vendelino,
br,rs,sao.vicente.sul,São Vicente do Sul,
br,rs,sapiranga,Sapiranga,
br,rs,sapucaia.sul,Sapucaia do Sul,
br,rs,sarandi,Sarandi,
br,rs,seberi,Seberi,
br,rs,sede.nova,Sede Nova,
br,rs,segredo,Segredo,
br,rs,selbach,Selbach,
br,rs,senador.salgado.filho,Senador Salgado Filho,
br,rs,sentinela.sul,Sentinela do Sul,
br,rs,serafina.correa,Serafina Corrêa,
br,rs,serio,Sério,
br,rs,sertao,Sertão,
br,rs,sertao.santana,Sertão Santana,
br,rs,sete.setembro,Sete de Setembro,
br,rs,severiano.almeida,Severiano de Almeida,
br,rs,silveira.martins,Silveira Martins,
br,rs,sinimbu,Sinimbu,
br,rs,sobradinho,Sobradinho,
br,rs,soledade,Soledade,
br,rs,tabai,Tabaí,
br,rs,tapejara,Tapejara,
br,rs,tapera,Tapera,
br,rs,tapes,Tapes,
br,rs,taquara,Taquara,
br,rs,taquari,Taquari,
br,rs,taquarucu.sul,Taquaruçu do Sul,
br,rs,tavares,Tavares,
br,rs,tenente.portela,Tenente Portela,
br,rs,terra.areia,Terra de Areia,
br,rs,teutonia,Teutônia,
br,rs,tio.hugo,Tio Hugo,
br,rs,tiradentes.sul,Tiradentes do Sul,
br,rs,toropi,Toropi,
br,rs,torres,Torres,
br,rs,tramandai,Tramandaí,
br,rs,travesseiro,Travesseiro,
br,rs,tres.arroios,Três Arroios,
br,rs,tres.cachoeiras,Três Cachoeiras,
br,rs,tres.coroas,Três Coroas,
br,rs,tres.forquilhas,Três Forquilhas,
br,rs,tres.maio,Três de Maio,
br,rs,tres.palmeiras,Três Palmeiras,
br,rs,tres.passos,Três Passos,
br,rs,trindade.sul,Trindade do Sul,
br,rs,triunfo,Triunfo,
br,rs,tucunduva,Tucunduva,
br,rs,tunas,Tunas,
br,rs,tupanci.sul,Tupanci do Sul,
br,rs,tupancireta,Tupanciretã,
br,rs,tupandi,Tupandi,
br,rs,tuparendi,Tuparendi,
br,rs,turucu,Turuçu,
br,rs,ubiretama,Ubiretama,
br,rs,uniao.serra,União da Serra,
br,rs,unistalda,Unistalda,
br,rs,uruguaiana,Uruguaiana,
br,rs,vacaria,Vacaria,
br,rs,vale.real,Vale Real,
br,rs,vale.sol,Vale do Sol,
br,rs,vale.verde,Vale Verde,
br,rs,vanini,Vanini,
br,rs,venancio.aires,Venâncio Aires,
br,rs,vera.cruz,Vera Cruz,
br,rs,veranopolis,Veranópolis,
br,rs,vespasiano.correa,Vespasiano Corrêa,
br,rs,viadutos,Viadutos,
br,rs,viamao,Viamão,
br,rs,vicente.dutra,Vicente dutra,
br,rs,victor.graeff,Victor Graeff,
br,rs,vila.flores,Vila Flores,
br,rs,vila.langaro,Vila Lângaro,
br,rs,vila.maria,Vila Maria,
br,rs,vila.nova.sul,Vila Nova do Sul,
br,rs,vista.alegre,Vista Alegre,
br,rs,vista.alegre.prata,Vista Alegre do Prata,
br,rs,vista.gaucha,Vista Gaúcha,
br,rs,vitoria.missoes,Vitória das Missões,
br,rs,westfalia,Westfália,
br,rs,xangri.la,Xangri-Lá,
br,sc,abdon.batista,Abdon Batista,
br,sc,abelardo.luz,Abelardo Luz,
br,sc,agrolandia,Agrolândia,
br,sc,agronomica,Agronômica,
br,sc,agua.doce,Água Doce,
br,sc,aguas.chapeco,Águas de Chapecó,
br,sc,aguas.frias,Águas Frias,
br,sc,aguas.mornas,Águas Mornas,
br,sc,alfredo.wagner,Alfredo Wagner,
br,sc,alto.bela.vista,Alto Bela Vista,
br,sc,anchieta,Anchieta,
br,sc,angelina,Angelina,
br,sc,anita.garibaldi,Anita Garibaldi,
br,sc,anitapolis,Anitápolis,
br,sc,antonio.carlos,Antônio Carlos,
br,sc,apiuna,Apiúna,
br,sc,arabuta,Arabutã,
br,sc,araquari,Araquari,
br,sc,ararangua,Araranguá,
br,sc,armazem,Armazém,
br,sc,arroio.trinta,Arroio Trinta,
br,sc,arvoredo,Arvoredo,
br,sc,ascurra,Ascurra,
br,sc,atalanta,Atalanta,
br,sc,aurora,Aurora,
br,sc,balneario.arroio.silva,Balneário Arroio do Silva,
br,sc,balneario.barra.sul,Balneário Barra do Sul,
br,sc,balneario.camboriu,Balneário Camboriú,
br,sc,balneario.gaivota,Balneário Gaivota,
br,sc,balneario.picarras,Balneário Piçarras,
br,sc,bandeirante,Bandeirante,
br,sc,barra.bonita,Barra Bonita,
br,sc,barra.velha,Barra Velha,
br,sc,bela.vista.toldo,Bela Vista do Toldo,
br,sc,belmonte,Belmonte,
br,sc,benedito.novo,Benedito Novo,
br,sc,biguacu,Biguaçu,
br,sc,blumenau,Blumenau,
br,sc,bocaina.sul,Bocaina do Sul,
br,sc,bom.jardim.serra,Bom Jardim da Serra,
br,sc,bom.jesus,Bom Jesus,
br,sc,bom.jesus.oeste,Bom Jesus do Oeste,
br,sc,bom.retiro,Bom Retiro,
br,sc,bombinhas,Bombinhas,
br,sc,botuvera,Botuverá,
br,sc,braco.norte,Braço do Norte,
br,sc,braco.trombudo,Braço do Trombudo,
br,sc,brunopolis,Brunópolis,
br,sc,brusque,Brusque,
br,sc,cacador,Caçador,
br,sc,caibi,Caibi,
br,sc,calmon,Calmon,
br,sc,camboriu,Camboriú,
br,sc,campo.alegre,Campo Alegre,
br,sc,campo.belo.sul,Campo Belo do Sul,
br,sc,campo.ere,Campo Erê,
br,sc,campos.novos,Campos Novos,
br,sc,canelinha,Canelinha,
br,sc,canoinhas,Canoninhas,
br,sc,capao.alto,Capão Alto,
br,sc,capinzal,Capinzal,
br,sc,capivari.baixo,Capivari de Baixo,
br,sc,catanduvas,Catanduvas,
br,sc,caxambu.sul,Caxambu do Sul,
br,sc,celso.ramos,Celso Ramos,
br,sc,cerro.negro,Cerro Negro,
br,sc,chapadao.lageado,Chapadão do Lageado,
br,sc,chapeco,Chapecó,
br,sc,cocal.sul,Cocal do Sul,
br,sc,concordia,Concórdia,
br,sc,cordilheira.alta,Cordilheira Alta,
br,sc,coronel.freitas,Coronel Freitas,
br,sc,coronel.martins,Coronel Martins,
br,sc,correia.pinto,Correia Pinto,
br,sc,corupa,Corupá,
br,sc,criciuma,Criciúma,
br,sc,cunha.pora,Cunha Porã,
br,sc,cunhatai,Cunhataí,
br,sc,curitibanos,Curitibanos,
br,sc,descanso,Descanso,
br,sc,dionisio.cerqueira,Dionísio Cerqueira,
br,sc,dona.emma,Dona Emma,
br,sc,doutor.pedrinho,Doutor Pedrinho,
br,sc,entre.rios,Entre Rios,
br,sc,ermo,Ermo,
br,sc,erval.velho,Erval Velho,
br,sc,faxinal.guedes,Faxinal dos Guedes,
br,sc,flor.sertao,Flor do Sertão,
br,sc,florianopolis,Florianópolis,
br,sc,formosa.sul,Formosa do Sul,
br,sc,forquilhinha,Forquilhinha,
br,sc,fraiburgo,Fraiburgo,
br,sc,frei.rogerio,Frei Rogério,
br,sc,galvao,Galvão,
br,sc,garopaba,Garopaba,
br,sc,garuva,Garuva,
br,sc,gaspar,Gaspar,
br,sc,governador.celso.ramos,Governador Celso Ramos,
br,sc,grao.para,Grão Pará,
br,sc,gravatal,Gravatal,
br,sc,guabiruba,Guabiruba,
br,sc,guaraciaba,Guaraciaba,
br,sc,guaramirim,Guaramirim,
br,sc,guaruja.sul,Guarujá do Sul,
br,sc,guatambu,Guatambú,
br,sc,herval.d.oeste,Herval d'Oeste,
br,sc,ibiam,Ibiam,
br,sc,ibicare,Ibicaré,
br,sc,ibirama,Ibirama,
br,sc,icara,Içara,
br,sc,ilhota,Ilhota,
br,sc,imarui,Imaruí,
br,sc,imbituba,Imbituba,
br,sc,imbuia,Imbuia,
br,sc,indaial,Indaial,
br,sc,iomere,Iomerê,
br,sc,ipira,Ipira,
br,sc,ipora.oeste,Iporã do Oeste,
br,sc,ipuacu,Ipuaçu,
br,sc,ipumirim,Ipumirim,
br,sc,iraceminha,Iraceminha,
br,sc,irani,Irani,
br,sc,irati,Irati,
br,sc,irineopolis,Irineópolis,
br,sc,ita,Itá,
br,sc,itaiopolis,Itaiópolis,
br,sc,itajai,Itajaí,
br,sc,itapema,Itapema,
br,sc,itapiranga,Itapiranga,
br,sc,itapoa,Itapoá,
br,sc,ituporanga,Ituporanga,
br,sc,jabora,Jaborá,
br,sc,jacinto.machado,Jacinto Machado,
br,sc,jaguaruna,Jaguaruna,
br,sc,jaragua.sul,Jaraguá do Sul,
br,sc,jardinopolis,Jardinópolis,
br,sc,joacaba,Joaçaba,
br,sc,joinville,Joinville,
br,sc,jose.boiteux,José Boiteux,
br,sc,jupia,Jupiá,
br,sc,lacerdopolis,Lacerdópolis,
br,sc,lages,Lages,
br,sc,laguna,Laguna,
br,sc,lajeado.grande,Lajeado Grande,
br,sc,laurentino,Laurentino,
br,sc,lauro.muller,Lauro Muller,
br,sc,lebon.regis,Lebon Régis,
br,sc,leoberto.leal,Leoberto Leal,
br,sc,lindoia.sul,Lindóia do Sul,
br,sc,lontras,Lontras,
br,sc,luiz.alves,Luiz Alves,
br,sc,luzerna,Luzerna,
br,sc,macieira,Macieira,
br,sc,mafra,Mafra,
br,sc,major.gercino,Major Gercino,
br,sc,major.vieira,Major Vieira,
br,sc,maracaja,Maracajá,
br,sc,maravilha,Maravilha,
br,sc,marema,Marema,
br,sc,massaranduba,Massaranduba,
br,sc,matos.costa,Matos Costa,
br,sc,meleiro,Meleiro,
br,sc,mirim.doce,Mirim Doce,
br,sc,modelo,Modelo,
br,sc,mondai,Mondaí,
br,sc,monte.carlo,Monte Carlo,
br,sc,monte.castelo,Monte Castelo,
br,sc,morro.fumaca,Morro da Fumaça,
br,sc,morro.grande,Morro Grande,
br,sc,navegantes,Navegantes,
br,sc,nova.erechim,Nova Erechim,
br,sc,nova.itaberaba,Nova Itaberaba,
br,sc,nova.trento,Nova Trento,
br,sc,nova.veneza,Nova Veneza,
br,sc,novo.horizonte,Novo Horizonte,
br,sc,orleans,Orleans,
br,sc,otacilio.costa,Otacílio Costa,
br,sc,ouro,Ouro,
br,sc,ouro.verde,Ouro Verde,
br,sc,paial,Paial,
br,sc,painel,Painel,
br,sc,palhoca,Palhoça,
br,sc,palma.sola,Palma Sola,
br,sc,palmeira,Palmeira,
br,sc,palmitos,Palmitos,
br,sc,papanduva,Papanduva,
br,sc,paraiso,Paraíso,
br,sc,passo.torres,Passo de Torres,
br,sc,passos.maia,Passos Maia,
br,sc,paulo.lopes,Paulo Lopes,
br,sc,pedras.grandes,Pedras Grandes,
br,sc,penha,Penha,
br,sc,peritiba,Peritiba,
br,sc,petrolandia,Petrolândia,
br,sc,pinhalzinho,Pinhalzinho,
br,sc,pinheiro.preto,Pinheiro Preto,
br,sc,piratuba,Piratuba,
br,sc,planalto.alegre,Planalto Alegre,
br,sc,pomerode,Pomerode,
br,sc,ponte.alta,Ponte Alta,
br,sc,ponte.alta.norte,Ponte Alta do Norte,
br,sc,ponte.serrada,Ponte Serrada,
br,sc,porto.belo,Porto Belo,
br,sc,porto.uniao,Porto União,
br,sc,pouso.redondo,Pouso Redondo,
br,sc,praia.grande,Praia Grande,
br,sc,presidente.castello.branco,Presidente Castello Branco,
br,sc,presidente.getulio,Presidente Getúlio,
br,sc,presidente.nereu,Presidente Nereu,
br,sc,princesa,Princesa,
br,sc,quilombo,Quilombo,
br,sc,rancho.queimado,Rancho Queimado,
br,sc,rio.antas,Rio das Antas,
br,sc,rio.campo,Rio do Campo,
br,sc,rio.cedros,Rio dos Cedros,
br,sc,rio.fortuna,Rio Fortuna,
br,sc,rio.negrinho,Rio Negrinho,
br,sc,rio.oeste,Rio do Oeste,
br,sc,rio.rufino,Rio Rufino,
br,sc,rio.sul,Rio do Sul,
br,sc,riqueza,Riqueza,
br,sc,rodeio,Rodeio,
br,sc,romelandia,Romelândia,
br,sc,salete,Salete,
br,sc,saltinho,Saltinho,
br,sc,salto.veloso,Salto Veloso,
br,sc,sangao,Sangão,
br,sc,santa.cecilia,Santa Cecília,
br,sc,santa.helena,Santa Helena,
br,sc,santa.rosa.lima,Santa Rosa de Lima,
br,sc,santa.rosa.sul,Santa Rosa do Sul,
br,sc,santa.terezinha,Santa Terezinha,
br,sc,santa.terezinha.progresso,Santa Terezinha do Progresso,
br,sc,santiago.sul,Santiago do Sul,
br,sc,santo.amaro.imperatriz,Santo Amaro da Imperatriz,
br,sc,sao.bento.sul,São Bento do Sul,
br,sc,sao.bernardino,São Bernardino,
br,sc,sao.bonifacio,São Bonifácio,
br,sc,sao.carlos,São Carlos,
br,sc,sao.cristovao.sul,São Cristovão do Sul,
br,sc,sao.domingos,São Domingos,
br,sc,sao.francisco.sul,São Francisco do Sul,
br,sc,sao.joao.batista,São João Batista,
br,sc,sao.joao.itaperiu,São João do Itaperiú,
br,sc,sao.joao.oeste,São João do Oeste,
br,sc,sao.joao.sul,São João do Sul,
br,sc,sao.joaquim,São Joaquim,
br,sc,sao.jose,São José,
br,sc,sao.jose.cedro,São José do Cedro,
br,sc,sao.jose.cerrito,São José do Cerrito,
br,sc,sao.lourenco.oeste,São Lourenço do Oeste,
br,sc,sao.ludgero,São Ludgero,
br,sc,sao.martinho,São Martinho,
br,sc,sao.miguel.boa.vista,São Miguel da Boa Vista,
br,sc,sao.miguel.oeste,São Miguel do Oeste,
br,sc,sao.pedro.alcantara,São Pedro de Alcântara,
br,sc,saudades,Saudades,
br,sc,schroeder,Schroeder,
br,sc,seara,Seara,
br,sc,serra.alta,Serra Alta,
br,sc,sideropolis,Siderópolis,
br,sc,sombrio,Sombrio,
br,sc,sul.brasil,Sul Brasil,
br,sc,taio,Taió,
br,sc,tangara,Tangará,
br,sc,tigrinhos,Tigrinhos,
br,sc,tijucas,Tijucas,
br,sc,timbe.sul,Timbé do Sul,
br,sc,timbo,Timbó,
br,sc,timbo.grande,Timbó Grande,
br,sc,tres.barras,Três Barras,
br,sc,treviso,Treviso,
br,sc,treze.maio,Treze de Maio,
br,sc,treze.tilias,Treze Tílias,
br,sc,trombudo.central,Trombudo Central,
br,sc,tubarao,Tubarão,
br,sc,tunapolis,Tunápolis,
br,sc,turvo,Turvo,
br,sc,uniao.oeste,União do Oeste,
br,sc,urubici,Urubici,
br,sc,urupema,Urupema,
br,sc,urussanga,Urussanga,
br,sc,vargeao,Vargeão,
br,sc,vargem,Vargem,
br,sc,vargem.bonita,Vargem Bonita,
br,sc,vidal.ramos,Vidal Ramos,
br,sc,videira,Videira,
br,sc,vitor.meireles,Vitor Meireles,
br,sc,witmarsum,Witmarsum,
br,sc,xanxere,Xanxerê,
br,sc,xavantina,Xavantina,
br,sc,xaxim,Xaxim,
br,sc,zortea,Zortéa,
br,se,amparo.sao.francisco,Amparo de São Francisco,
br,se,aquidaba,Aquidabã,
br,se,aracaju,Aracaju,
br,se,araua,Arauá,
br,se,areia.branca,Areia Branca,
br,se,barra.coqueiros,Barra dos Coqueiros,
br,se,boquim,Boquim,
br,se,brejo.grande,Brejo Grande,
br,se,campo.brito,Campo do Brito,
br,se,canhoba,Canhoba,
br,se,caninde.sao.francisco,Canindé de São Francisco,
br,se,capela,Capela,
br,se,carira,Carira,
br,se,carmopolis,Carmópolis,
br,se,cedro.sao.joao,Cedro de São João,
br,se,cristinapolis,Cristinápolis,
br,se,cumbe,Cumbe,
br,se,divina.pastora,Divina Pastora,
br,se,estancia,Estância,
br,se,feira.nova,Feira Nova,
br,se,frei.paulo,Frei Paulo,
br,se,gararu,Gararu,
br,se,general.maynard,General Maynard,
br,se,gracho.cardoso,Gracho Cardoso,
br,se,ilha.flores,Ilha das Flores,
br,se,indiaroba,Indiaroba,
br,se,itabaiana,Itabaiana,
br,se,itabaianinha,Itabaianinha,
br,se,itabi,Itabi,
br,se,itaporanga.d.ajuda,Itaporanga d'Ajuda,
br,se,japaratuba,Japaratuba,
br,se,japoata,Japoatã,
br,se,lagarto,Lagarto,
br,se,laranjeiras,Laranjeiras,
br,se,macambira,Macambira,
br,se,malhada.bois,Malhada dos Bois,
br,se,malhador,Malhador,
br,se,maruim,Maruim,
br,se,moita.bonita,Moita Bonita,
br,se,monte.alegre.sergipe,Monte Alegre de Sergipe,
br,se,muribeca,Muribeca,
br,se,neopolis,Neópolis,
br,se,nossa.senhora.aparecida,Nossa Senhora Aparecida,
br,se,nossa.senhora.dores,Nossa Senhora das Dores,
br,se,nossa.senhora.gloria,Nossa Senhora da Glória,
br,se,nossa.senhora.lourdes,Nossa Senhora de Lourdes,
br,se,nossa.senhora.socorro,Nossa Senhora do Socorro,
br,se,pacatuba,Pacatuba,
br,se,pedra.mole,Pedra Mole,
br,se,pedrinhas,Pedrinhas,
br,se,pinhao,Pinhão,
br,se,pirambu,Pirambu,
br,se,poco.redondo,Poço Redondo,
br,se,poco.verde,Poço Verde,
br,se,porto.folha,Porto da Folha,
br,se,propria,Propriá,
br,se,riachao.dantas,Riachão do Dantas,
br,se,riachuelo,Riachuelo,
br,se,ribeiropolis,Ribeirópolis,
br,se,rosario.catete,Rosário do Catete,
br,se,salgado,Salgado,
br,se,santa.luzia.itanhy,Santa Luzia do Itanhy,
br,se,santa.rosa.lima,Santa Rosa de Lima,
br,se,santana.sao.francisco,Santana do São Francisco,
br,se,santo.amaro.brotas,Santo Amaro das Brotas,
br,se,sao.cristovao,São Cristóvão,
br,se,sao.domingos,São Domingos,
br,se,sao.francisco,São Francisco,
br,se,sao.miguel.aleixo,São Miguel do Aleixo,
br,se,simao.dias,Simão Dias,
br,se,siriri,Siriri,
br,se,telha,Telha,
br,se,tobias.barreto,Tobias Barreto,
br,se,tomar.geru,Tomar do Geru,
br,se,umbauba,Umbaúba,
br,sp,adamantina,Adamantina,
br,sp,adolfo,Adolfo,
br,sp,aguai,Aguaí,
br,sp,aguas.lindoia,Águas de Lindóia,
br,sp,aguas.prata,Águas da Prata,
br,sp,aguas.santa.barbara,Águas de Santa Bárbara,
br,sp,aguas.sao.pedro,Águas de São Pedro,
br,sp,agudos,Agudos,
br,sp,alambari,Alambari,
br,sp,alfredo.marcondes,Alfredo Marcondes,
br,sp,altair,Altair,
br,sp,altinopolis,Altinópolis,
br,sp,alto.alegre,Alto Alegre,
br,sp,aluminio,Alumínio,
br,sp,alvares.florence,Álvares Florence,
br,sp,alvares.machado,Álvares Machado,
br,sp,alvaro.carvalho,Álvaro de Carvalho,
br,sp,alvinlandia,Alvinlândia,
br,sp,americana,Americana,
br,sp,americo.brasiliense,Américo Brasiliense,
br,sp,americo.campos,Américo de Campos,
br,sp,amparo,Amparo,
br,sp,analandia,Analândia,
br,sp,andradina,Andradina,
br,sp,angatuba,Angatuba,
br,sp,anhembi,Anhembi,
br,sp,anhumas,Anhumas,
br,sp,aparecida,Aparecida,
br,sp,aparecida.d.oeste,Aparecida d'Oeste,
br,sp,apiai,Apiaí,
br,sp,aracariguama,Araçariguama,
br,sp,aracatuba,Araçatuba,
br,sp,aracoiaba.serra,Araçoiaba da Serra,
br,sp,aramina,Aramina,
br,sp,arandu,Arandu,
br,sp,arapei,Arapeí,
br,sp,araraquara,Araraquara,
br,sp,araras,Araras,
br,sp,arco.iris,Arco-Íris,
br,sp,arealva,Arealva,
br,sp,areias,Areias,
br,sp,areiopolis,Areiópolis,
br,sp,ariranha,Ariranha,
br,sp,artur.nogueira,Artur Nogueira,
br,sp,aruja,Arujá,
br,sp,aspasia,Aspásia,
br,sp,assis,Assis,
br,sp,atibaia,Atibaia,
br,sp,auriflama,Auriflama,
br,sp,avai,Avaí,
br,sp,avanhandava,Avanhandava,
br,sp,avare,Avaré,
br,sp,bady.bassitt,Bady Bassitt,
br,sp,balbinos,Balbinos,
br,sp,balsamo,Bálsamo,
br,sp,bananal,Bananal,
br,sp,barao.antonina,Barão de Antonina,
br,sp,barbosa,Barbosa,
br,sp,bariri,Bariri,
br,sp,barra.bonita,Barra Bonita,
br,sp,barra.chapeu,Barra do Chapéu,
br,sp,barra.turvo,Barra do Turvo,
br,sp,barretos,Barretos,
br,sp,barrinha,Barrinha,
br,sp,barueri,Barueri,
br,sp,bastos,Bastos,
br,sp,batatais,Batatais,
br,sp,bauru,Bauru,
br,sp,bebedouro,Bebedouro,
br,sp,bento.abreu,Bento de Abreu,
br,sp,bernardino.campos,Bernardino de Campos,
br,sp,bertioga,Bertioga,
br,sp,bilac,Bilac,
br,sp,birigui,Birigui,
